SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_0,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Female,gender_Male,Churn
0,1,1,62,1,0,1,1,1,1,1,1,0,108.15,6825.65,0,0,1,0,0,1,0,0,0,1,0,1,0
0,0,0,16,1,0,0,1,0,0,0,1,1,86.25,1340.1,0,0,1,1,0,0,0,0,1,0,1,0,0
1,1,0,5,1,1,0,1,0,0,0,0,1,81.0,371.65,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,12,1,0,0,0,1,0,1,1,0,95.7,1184.0,0,0,1,0,1,0,0,0,1,0,0,1,0
0,1,1,72,1,1,1,1,1,1,1,1,1,116.85,8477.7,0,0,1,0,0,1,1,0,0,0,1,0,0
1,0,0,71,1,1,0,1,0,1,1,1,0,105.75,7382.85,0,0,1,0,1,0,1,0,0,0,0,1,0
0,1,0,24,1,0,0,0,0,0,0,0,0,20.15,456.85,1,0,0,0,1,0,0,0,0,1,1,0,0
0,0,0,15,1,0,0,0,0,0,0,0,0,19.6,331.6,1,0,0,0,0,1,0,0,0,1,1,0,0
0,1,0,67,1,0,1,1,0,0,0,1,1,90.6,6056.15,0,0,1,0,1,0,0,1,0,0,0,1,1
0,0,1,2,1,1,1,1,0,0,0,0,0,60.95,134.6,0,1,0,1,0,0,1,0,0,0,0,1,0
0,1,1,5,0,0,0,0,0,0,0,0,0,25.05,125.5,0,1,0,1,0,0,0,0,0,1,1,0,0
0,1,0,15,1,0,0,0,0,0,1,1,0,88.15,1390.6,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,1,0,0,1,0,0,0,0,0,1,0,1,1
0,1,1,41,1,0,1,1,1,0,0,0,1,60.3,2511.3,0,1,0,0,1,0,1,0,0,0,0,1,0
0,0,1,43,1,0,1,1,0,0,0,1,1,63.95,2737.05,0,1,0,1,0,0,0,0,1,0,1,0,0
1,1,0,1,1,1,0,0,0,0,0,0,0,74.3,74.3,0,0,1,1,0,0,0,0,1,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,1,70.6,70.6,0,0,1,1,0,0,0,0,0,1,1,0,0
0,1,1,26,1,0,0,0,0,0,1,1,1,90.8,2361.8,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,22,1,1,0,1,0,0,0,0,1,79.35,1730.35,0,0,1,1,0,0,0,0,1,0,0,1,1
0,1,0,71,1,1,1,1,1,1,1,1,0,90.55,6404.0,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,0,7,1,0,0,0,0,0,0,0,0,19.45,165.35,1,0,0,0,0,1,0,0,0,1,0,1,0
1,0,0,28,1,1,0,1,1,1,0,0,0,64.45,1867.6,0,1,0,1,0,0,1,0,0,0,1,0,0
1,0,0,16,1,0,0,0,0,0,0,0,0,69.65,1043.3,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,7,1,0,0,0,0,0,0,0,0,19.5,128.6,1,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,69,1,1,0,1,1,1,1,1,1,110.5,7455.45,0,0,1,0,0,1,1,0,0,0,1,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,24.7,24.7,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,0,3,1,0,1,0,1,0,1,1,1,77.4,206.15,0,1,0,1,0,0,0,0,1,0,0,1,0
1,0,0,21,1,0,0,0,1,0,1,1,1,96.8,2030.3,0,0,1,1,0,0,1,0,0,0,0,1,1
0,1,0,69,1,1,0,1,1,0,0,0,1,85.4,5869.4,0,0,1,1,0,0,1,0,0,0,1,0,0
0,1,0,71,0,0,1,1,1,1,0,0,1,47.6,3377.8,0,1,0,0,0,1,1,0,0,0,1,0,0
0,1,1,69,1,0,0,0,0,0,0,0,0,19.4,1346.2,1,0,0,0,0,1,0,0,0,1,1,0,0
0,0,0,48,1,1,0,0,1,1,1,1,1,103.85,4946.05,0,0,1,1,0,0,0,0,1,0,1,0,0
0,1,0,47,1,1,0,1,1,0,0,0,1,83.35,4065.0,0,0,1,1,0,0,1,0,0,0,0,1,1
0,0,0,2,1,1,0,0,0,0,0,0,1,49.4,106.55,0,1,0,1,0,0,0,0,1,0,1,0,1
0,0,0,45,1,1,1,0,1,1,1,1,1,108.45,4964.7,0,0,1,1,0,0,0,1,0,0,0,1,0
0,0,0,51,1,1,0,1,0,0,0,0,0,81.0,4085.75,0,0,1,1,0,0,1,0,0,0,0,1,0
0,1,0,22,1,1,1,0,0,1,1,1,1,79.2,1742.75,0,1,0,1,0,0,0,0,1,0,1,0,1
0,0,0,72,1,1,1,1,1,1,1,1,0,86.65,6224.8,0,1,0,0,0,1,1,0,0,0,0,1,0
0,1,1,37,1,1,0,1,1,0,1,0,1,92.95,3415.25,0,0,1,1,0,0,0,0,1,0,0,1,0
0,1,1,71,1,1,1,1,1,1,1,1,0,90.35,6325.25,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,1,7,1,0,0,0,1,0,0,0,0,48.7,340.25,0,1,0,1,0,0,0,0,1,0,0,1,1
0,0,0,66,1,1,0,0,0,0,0,0,1,25.15,1683.6,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1,1,51,1,0,1,0,0,1,1,1,1,76.4,3966.3,0,1,0,0,1,0,1,0,0,0,0,1,0
0,1,1,30,1,0,0,0,0,0,0,0,0,19.55,608.5,1,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,34,1,1,0,0,0,0,1,0,0,85.35,2896.6,0,0,1,1,0,0,0,0,1,0,1,0,0
0,1,1,64,1,1,0,0,0,0,0,0,1,24.8,1514.85,1,0,0,0,0,1,0,0,0,1,0,1,0
1,1,0,65,1,1,0,1,1,0,1,1,1,103.15,6792.45,0,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,47,1,1,1,1,0,1,1,0,0,100.75,4669.2,0,0,1,1,0,0,0,0,0,1,0,1,0
0,0,0,1,1,0,1,0,0,0,1,1,1,95.6,95.6,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,49,1,1,1,1,0,0,0,0,1,59.75,2934.3,0,1,0,1,0,0,0,1,0,0,1,0,1
0,1,1,67,1,1,0,1,0,1,1,0,0,94.1,6302.8,0,0,1,0,0,1,0,1,0,0,1,0,0
0,0,1,39,1,0,0,0,0,0,0,0,0,19.35,779.2,1,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,14,1,0,0,0,0,0,0,0,0,19.9,283.75,1,0,0,1,0,0,0,0,0,1,0,1,0
1,0,0,43,1,0,1,1,0,1,1,1,1,108.15,4600.7,0,0,1,1,0,0,0,1,0,0,1,0,1
1,0,0,56,1,1,0,0,1,0,1,1,1,101.05,5594.0,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,14,1,0,0,0,0,1,0,1,0,59.1,772.85,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,71.35,71.35,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,1,16,1,0,1,1,0,0,0,0,1,55.85,857.8,0,1,0,0,1,0,0,0,0,1,0,1,0
0,1,1,70,1,1,1,1,0,0,1,1,1,106.05,7554.05,0,0,1,1,0,0,0,0,1,0,0,1,0
1,1,0,72,1,1,1,1,1,0,1,1,1,84.1,5981.65,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,1,23,1,0,0,0,1,0,0,0,1,75.3,1702.9,0,0,1,1,0,0,0,1,0,0,1,0,0
0,0,1,21,1,1,0,0,0,0,0,0,0,24.7,467.15,1,0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,1,20.15,20.15,1,0,0,1,0,0,0,0,0,1,1,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,69.75,69.75,0,0,1,1,0,0,1,0,0,0,0,1,1
1,1,0,32,1,1,0,0,0,0,1,1,1,93.2,2931.0,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,1,17,1,0,0,0,0,0,1,0,0,80.85,1400.85,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,4,0,0,1,1,0,0,0,0,1,33.65,137.85,0,1,0,1,0,0,0,0,1,0,1,0,1
0,0,0,36,1,1,0,0,1,0,0,0,0,55.8,1941.5,0,1,0,0,1,0,0,0,1,0,1,0,0
0,0,0,50,0,0,0,1,1,1,0,0,0,39.7,1932.75,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,1,48,0,0,0,0,0,1,0,0,1,29.5,1423.05,0,1,0,1,0,0,0,1,0,0,1,0,0
0,0,1,50,1,0,0,0,0,0,0,0,0,20.15,970.85,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1,0,72,1,1,1,1,1,1,0,1,0,79.55,5810.9,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,10,1,1,0,0,0,0,0,0,0,24.8,223.9,1,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,18,1,0,0,0,0,0,0,0,0,19.65,391.7,1,0,0,1,0,0,0,0,0,1,1,0,0
0,0,0,1,1,0,0,0,0,0,1,0,1,79.95,79.95,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,0,19.3,19.3,1,0,0,1,0,0,0,0,1,0,1,0,1
0,0,0,9,1,0,0,0,1,0,1,1,1,94.05,811.65,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,2,1,1,1,0,0,0,0,1,0,90.75,174.75,0,0,1,1,0,0,0,0,0,1,0,1,0
0,1,0,40,1,1,0,0,0,1,0,0,1,78.85,3126.85,0,0,1,1,0,0,0,1,0,0,1,0,0
0,1,0,69,1,1,0,0,1,0,1,1,0,99.5,6841.45,0,0,1,0,1,0,1,0,0,0,0,1,0
0,1,0,37,1,1,1,0,1,1,0,1,1,99.2,3754.6,0,0,1,0,1,0,0,0,1,0,1,0,1
0,0,1,18,1,1,0,0,1,0,0,0,1,80.55,1406.65,0,0,1,1,0,0,0,1,0,0,0,1,0
1,1,0,11,1,0,0,0,0,0,0,0,1,70.2,834.7,0,0,1,1,0,0,0,0,1,0,0,1,0
0,1,0,8,1,1,0,0,0,0,0,1,1,85.2,627.4,0,0,1,1,0,0,0,1,0,0,1,0,1
0,0,0,3,1,1,0,0,0,0,0,0,0,75.25,242.0,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,1,55,1,0,1,0,0,0,0,1,0,59.45,3157.0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,1,0,33,1,1,0,1,1,0,0,1,1,93.35,3092.0,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,46,1,0,0,0,0,0,0,0,0,44.95,2168.9,0,1,0,1,0,0,1,0,0,0,1,0,0
0,0,0,34,1,1,0,0,0,0,0,0,0,26.1,980.35,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,3,1,0,0,0,0,0,0,0,0,20.2,65.95,1,0,0,1,0,0,0,0,1,0,1,0,0
0,1,1,30,1,0,0,0,0,0,0,0,0,21.25,711.9,1,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,33,1,1,1,0,0,1,0,0,0,59.4,1952.8,0,1,0,0,1,0,0,0,1,0,1,0,0
0,1,1,45,1,1,0,1,1,0,0,1,1,95.0,4368.85,0,0,1,0,1,0,0,1,0,0,0,1,0
0,0,0,40,1,0,1,1,0,1,0,0,1,61.9,2647.1,0,1,0,1,0,0,0,0,0,1,0,1,0
0,0,0,71,1,1,1,1,1,1,1,1,1,118.65,8477.6,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,0,1,1,1,0,0,1,0,0,0,0,54.35,54.35,0,1,0,1,0,0,0,0,1,0,0,1,1
0,1,1,72,0,0,1,1,1,1,1,1,0,64.45,4528.0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,1,1,22,1,0,0,0,0,0,0,1,1,80.15,1790.65,0,0,1,1,0,0,0,0,1,0,1,0,0
0,1,1,46,1,0,0,0,0,0,0,0,1,20.2,845.6,1,0,0,0,1,0,1,0,0,0,0,1,0
0,1,1,55,1,0,0,0,0,0,0,0,0,21.0,1210.3,1,0,0,0,0,1,0,0,0,1,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.45,20.45,1,0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,12,1,1,0,0,0,1,1,1,1,75.85,854.45,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,0,31,1,1,0,1,0,0,0,0,1,80.45,2429.1,0,0,1,1,0,0,0,0,1,0,0,1,0
0,1,0,5,0,0,0,0,0,0,0,0,1,24.95,100.4,0,1,0,1,0,0,0,0,1,0,0,1,1
0,1,1,67,1,1,1,0,0,0,1,1,1,75.5,5229.45,0,1,0,0,0,1,0,0,1,0,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,44.45,44.45,0,1,0,1,0,0,0,0,0,1,0,1,0
0,1,0,40,0,0,1,1,1,0,0,0,1,42.35,1716.45,0,1,0,0,1,0,0,0,1,0,0,1,1
0,1,1,41,1,1,1,1,1,0,1,0,1,74.55,3023.55,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,0,1,1,1,0,0,0,0,0,0,1,75.3,75.3,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,51,1,1,1,1,0,0,1,0,1,94.8,4837.6,0,0,1,0,1,0,0,0,1,0,0,1,1
0,1,1,42,0,0,1,0,1,1,1,0,0,48.15,2032.3,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,1,23,1,0,0,0,0,0,0,0,0,19.65,436.9,1,0,0,0,1,0,0,0,0,1,0,1,0
1,0,0,1,1,0,0,0,0,0,0,0,1,70.55,70.55,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,20.15,20.15,1,0,0,1,0,0,0,0,0,1,1,0,0
0,0,0,56,1,1,1,1,0,0,1,1,1,106.6,5893.95,0,0,1,1,0,0,0,1,0,0,1,0,0
0,0,1,15,1,1,0,1,0,0,1,0,1,91.0,1430.05,0,0,1,1,0,0,0,0,1,0,0,1,0
0,1,1,12,1,1,0,0,0,0,0,0,1,25.4,313.0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1,1,54,1,0,1,0,1,1,0,1,0,69.95,3871.85,0,1,0,0,0,1,1,0,0,0,1,0,0
0,0,0,7,1,0,0,0,0,0,1,1,1,66.85,458.1,0,1,0,1,0,0,0,0,1,0,1,0,0
0,1,1,33,1,1,0,0,0,0,0,1,0,86.15,2745.7,0,0,1,1,0,0,0,1,0,0,1,0,1
0,1,1,16,1,0,0,0,0,0,0,0,0,20.15,341.35,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,1,21,1,0,1,0,1,0,0,1,0,64.85,1336.8,0,1,0,0,1,0,0,0,0,1,1,0,0
1,1,0,30,1,1,0,0,1,0,1,1,0,74.85,2181.75,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,0,3,1,0,0,0,0,1,0,0,1,50.5,147.75,0,1,0,1,0,0,0,0,0,1,0,1,0
0,0,0,11,1,0,0,0,1,0,0,0,0,72.9,818.45,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,62,1,1,1,1,1,1,1,1,1,115.05,7133.45,0,0,1,0,1,0,0,1,0,0,1,0,0
0,0,0,18,1,0,0,0,0,0,0,0,0,19.0,348.8,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,1,6,1,0,0,0,0,0,0,0,0,19.55,128.6,1,0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,46,1,1,0,0,1,0,1,1,1,101.1,4674.4,0,0,1,0,1,0,0,0,1,0,1,0,0
0,0,0,21,1,1,0,0,0,0,0,1,1,84.1,1737.45,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,68,1,1,0,0,0,0,0,0,1,24.15,1498.85,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,1,1,1,0,0,0,0,0,0,1,50.1,50.1,0,1,0,1,0,0,0,0,1,0,1,0,0
0,1,0,25,1,0,0,0,1,0,0,0,1,74.6,1797.75,0,0,1,1,0,0,0,0,1,0,1,0,0
0,0,1,24,1,0,0,0,0,0,0,0,0,19.75,498.1,1,0,0,0,0,1,0,0,0,1,1,0,0
0,1,0,30,1,1,0,0,0,0,0,1,1,85.0,2624.25,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,2,1,0,0,0,0,0,0,1,0,80.55,184.1,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,0,51,1,1,0,1,1,0,1,1,1,106.8,5498.8,0,0,1,0,1,0,1,0,0,0,0,1,0
0,1,1,57,1,1,1,0,1,1,1,1,1,84.5,4845.4,0,1,0,0,0,1,0,0,1,0,1,0,0
0,0,0,15,1,1,0,0,0,0,0,0,0,25.05,369.1,1,0,0,0,0,1,1,0,0,0,1,0,0
0,1,1,72,1,0,1,1,1,1,1,1,1,83.7,6096.9,0,1,0,0,0,1,1,0,0,0,1,0,0
0,0,0,2,1,0,0,0,1,0,0,0,1,75.8,160.75,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,0,28,1,1,0,1,1,0,1,0,0,96.6,2684.35,0,0,1,1,0,0,0,1,0,0,0,1,0
1,1,0,29,1,1,0,0,1,0,1,1,1,98.5,3004.15,0,0,1,1,0,0,0,0,1,0,0,1,1
0,1,1,70,1,0,1,1,1,1,1,0,1,101.1,6994.8,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,0,13,1,0,0,0,0,0,0,0,0,20.2,273.25,1,0,0,0,1,0,0,0,0,1,1,0,0
1,1,0,59,1,1,1,1,1,1,0,0,1,94.05,5483.9,0,0,1,0,1,0,0,0,1,0,1,0,0
1,1,0,13,1,1,0,0,0,0,1,1,1,95.25,1233.65,0,0,1,1,0,0,0,0,1,0,0,1,1
1,1,0,7,1,1,0,0,0,0,0,0,1,74.4,527.9,0,0,1,1,0,0,0,0,0,1,0,1,1
0,1,0,62,1,0,1,0,1,1,1,1,0,81.0,4985.9,0,1,0,0,0,1,0,0,0,1,1,0,0
0,0,0,21,1,0,1,0,1,1,0,0,1,60.25,1258.35,0,1,0,0,1,0,0,0,1,0,1,0,0
0,0,0,2,1,0,0,0,1,0,0,1,0,60.85,111.4,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,43.95,43.95,0,1,0,1,0,0,0,1,0,0,1,0,0
0,0,0,4,1,0,0,0,1,0,0,1,0,86.05,308.1,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,19,1,0,0,0,0,0,0,0,0,20.25,383.65,1,0,0,0,1,0,0,1,0,0,1,0,0
0,0,0,30,1,0,0,0,0,1,1,0,0,85.15,2555.9,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,1,67,1,0,0,0,0,0,0,0,1,19.4,1284.2,1,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0,72,1,1,1,1,1,0,0,1,1,102.65,7550.3,0,0,1,0,0,1,0,1,0,0,0,1,0
0,1,0,53,1,0,0,0,0,0,0,0,0,19.9,1110.05,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,5,1,0,0,0,0,0,0,0,0,19.55,99.6,1,0,0,0,1,0,0,0,1,0,1,0,0
1,1,0,71,1,0,0,1,1,1,0,1,1,95.5,6707.15,0,0,1,0,0,1,0,1,0,0,0,1,0
0,1,1,50,1,1,0,1,1,1,1,1,1,84.15,4164.4,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,56,1,1,0,0,1,1,1,1,1,103.2,5873.75,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,2,1,0,0,0,0,1,0,0,1,50.2,109.25,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0,0,2,1,1,0,0,1,0,0,1,1,88.55,179.25,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,1,24,1,1,1,0,0,0,0,0,0,54.75,1338.15,0,1,0,1,0,0,0,0,1,0,0,1,1
0,1,1,46,1,0,0,0,0,0,0,0,0,19.95,862.4,1,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,71,1,1,1,1,1,1,1,1,1,116.25,8564.75,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,29,0,0,0,0,0,1,0,0,1,31.2,926.2,0,1,0,1,0,0,0,0,1,0,1,0,0
0,1,1,69,1,1,0,0,0,0,0,0,0,24.45,1718.2,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1,0,71,1,1,0,1,1,1,1,1,0,84.2,5956.85,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,1,1,0,0,0,0,0,1,1,1,91.3,91.3,0,0,1,1,0,0,0,0,1,0,1,0,1
1,1,0,56,1,0,1,1,1,1,1,1,1,85.65,4824.45,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,1,56,1,0,0,0,0,0,0,0,1,21.2,1238.65,1,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,1,1,0,0,0,0,0,1,0,1,79.5,79.5,0,0,1,1,0,0,0,0,1,0,0,1,1
0,1,0,28,1,1,0,0,0,0,0,0,0,25.55,672.2,1,0,0,0,1,0,0,0,0,1,1,0,0
0,1,1,19,1,0,0,0,0,0,0,0,0,20.2,382.2,1,0,0,1,0,0,0,0,0,1,1,0,0
0,1,0,66,1,1,0,0,0,1,0,1,0,63.85,4264.6,0,1,0,1,0,0,0,0,1,0,0,1,0
0,1,1,17,1,1,0,0,1,1,0,0,1,61.95,1070.7,0,1,0,0,1,0,0,0,0,1,1,0,0
0,1,1,52,1,1,0,0,0,0,0,0,0,25.75,1345.85,1,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,19,1,0,0,1,0,0,1,0,0,58.2,1045.25,0,1,0,0,1,0,0,0,1,0,1,0,0
0,0,0,36,1,0,1,1,1,1,1,1,0,85.85,3003.55,0,1,0,0,1,0,1,0,0,0,1,0,0
1,1,0,7,1,0,0,0,0,0,0,0,1,70.1,467.55,0,0,1,1,0,0,0,0,0,1,0,1,1
0,1,1,72,1,1,1,1,1,1,0,1,1,104.9,7537.5,0,0,1,0,1,0,0,1,0,0,0,1,0
0,1,1,67,1,1,1,1,1,0,1,1,1,111.3,7482.1,0,0,1,0,1,0,0,0,1,0,0,1,1
1,0,0,34,1,0,0,1,1,0,1,1,1,99.85,3343.15,0,0,1,0,1,0,0,0,1,0,0,1,0
1,1,0,57,1,1,0,1,1,0,0,1,1,95.25,5427.05,0,0,1,1,0,0,1,0,0,0,0,1,1
0,1,0,7,1,0,0,0,1,0,1,0,1,86.25,587.1,0,0,1,1,0,0,0,0,1,0,1,0,1
1,1,0,1,1,1,0,0,1,0,1,1,1,100.8,100.8,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,0,8,1,0,0,0,0,0,0,0,1,19.55,161.15,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,69,1,1,0,0,1,1,1,1,0,104.0,7028.5,0,0,1,0,0,1,0,0,1,0,1,0,0
0,1,0,50,1,1,1,0,1,0,1,1,1,104.4,5232.9,0,0,1,0,1,0,0,0,0,1,1,0,0
0,0,0,10,1,0,0,0,0,0,0,0,0,19.5,225.85,1,0,0,0,1,0,0,0,0,1,0,1,0
0,1,1,12,1,1,0,0,0,0,0,0,0,25.25,274.7,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0,14,1,0,0,1,0,0,0,1,1,86.3,1180.95,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,0,70,0,0,1,0,1,1,0,1,1,49.85,3370.2,0,1,0,0,0,1,1,0,0,0,1,0,0
1,0,0,64,1,1,1,0,1,1,1,1,1,108.95,7111.3,0,0,1,1,0,0,1,0,0,0,1,0,0
0,1,1,66,1,1,1,1,1,1,1,1,0,89.9,5958.85,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,1,71,1,0,1,0,1,1,1,1,1,82.0,5999.85,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,0,20,1,0,0,0,0,0,1,1,0,89.95,1648.45,0,0,1,1,0,0,0,0,1,0,0,1,0
0,1,0,72,1,0,1,1,0,1,1,1,1,79.35,5753.25,0,1,0,0,0,1,1,0,0,0,0,1,0
0,1,1,71,1,0,1,1,1,1,0,0,0,64.05,4492.9,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,1,38,1,1,0,0,1,0,1,1,1,101.15,3956.7,0,0,1,1,0,0,0,1,0,0,0,1,0
0,0,0,28,1,1,0,1,0,0,0,1,1,89.95,2625.55,0,0,1,1,0,0,0,0,1,0,1,0,1
1,1,0,17,1,0,0,1,0,0,0,0,1,76.45,1233.4,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,33,0,0,0,1,0,0,1,0,1,39.1,1309.0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,1,1,23,0,0,1,0,0,1,0,0,0,34.6,813.45,0,1,0,0,0,1,0,0,0,1,1,0,0
0,1,1,58,1,0,0,0,0,0,0,0,1,19.55,1108.8,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1,0,70,1,1,0,1,0,1,1,1,1,104.45,7349.35,0,0,1,0,0,1,1,0,0,0,1,0,0
0,1,0,4,1,0,0,0,0,0,0,0,0,70.5,294.2,0,0,1,1,0,0,0,0,1,0,0,1,0
0,1,1,45,1,0,0,0,0,0,0,0,0,20.35,929.2,1,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,10,1,0,0,0,0,0,0,0,1,70.0,740.0,0,0,1,1,0,0,0,0,1,0,0,1,1
0,1,1,36,1,0,0,0,0,0,0,0,0,19.45,754.5,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,54,1,0,1,1,0,1,1,0,1,69.9,3883.3,0,1,0,1,0,0,0,0,0,1,0,1,0
0,1,1,23,1,1,0,1,0,1,0,0,0,59.7,1414.2,0,1,0,0,0,1,0,0,0,1,0,1,0
0,1,1,41,1,1,1,1,1,0,1,0,1,78.35,3211.2,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,5,1,0,0,0,0,0,0,0,1,71.45,371.6,0,0,1,1,0,0,0,0,0,1,0,1,0
0,1,1,27,0,0,0,1,1,0,0,1,1,45.85,1246.4,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,0,1,1,1,1,95.85,95.85,0,0,1,1,0,0,0,0,1,0,1,0,0
0,1,1,67,0,0,1,0,0,1,0,0,0,35.7,2545.7,0,1,0,0,0,1,0,1,0,0,1,0,0
1,1,1,72,1,1,1,1,1,1,1,1,1,89.55,6448.85,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,1,56,1,1,0,0,0,0,0,0,1,24.95,1468.9,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1,1,44,1,1,0,0,0,0,0,0,0,24.85,1013.6,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1,0,66,1,1,0,1,0,0,1,1,1,100.8,6690.75,0,0,1,1,0,0,0,0,1,0,1,0,0
0,0,0,34,1,1,1,1,0,1,0,0,1,64.4,2088.75,0,1,0,0,1,0,0,0,0,1,1,0,1
0,1,0,69,1,1,0,0,1,1,1,1,0,105.35,7240.65,0,0,1,0,0,1,1,0,0,0,1,0,0
0,1,1,1,1,1,1,0,1,0,1,1,1,102.45,102.45,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,40,1,0,0,0,0,0,0,0,0,19.65,830.25,1,0,0,0,0,1,0,1,0,0,1,0,0
